title,url,source,published
"에이블리, '2025 상반기 뷰티 어워즈' 발표…올여름 키워드는 '클린 코어...",https://www.pinpointnews.co.kr/news/articleView.html?idxno=354080,,
"에이블리, '2025 상반기 뷰티 어워즈' 공개…3개 부문에서 66개 상품 수상",https://www.etnews.com/20250624000309,,
'느좋 여신' 김수미의 파우치 속 리얼 애정템 5,https://www.allurekorea.com/2025/06/24/%eb%8a%90%ec%a2%8b-%ec%97%ac%ec%8b%a0-%ea%b9%80%ec%88%98%eb%af%b8%ec%9d%98-%ea%be%b8%ec%95%88%ea%be%b8-%eb%b9%84%eb%b0%80-%eb%b7%b0%ed%8b%b0%ed%85%9c/?utm_source=naver&utm_medium=partnership,,
선크림·알파CD·제습기 등 여름 아이템 속속 출시,https://www.epnc.co.kr/news/articleView.html?idxno=318321,,
여름엔 클린코어···에이블리가 픽한 뷰티템 모음zip,https://www.thereport.co.kr/news/articleView.html?idxno=66090,,
"에이블리, '2025 상반기 뷰티 어워즈' 공개…올여름 뷰티 트렌드 '클린 ...",https://www.econovill.com/news/articleView.html?idxno=700783,,
[AT 뷰티] 에이피알·에이블리·스킨1004,https://www.asiatime.co.kr/article/20250624500054,,
"에이블리, ‘2025 상반기 뷰티 어워즈’ 수상작 공개",https://zdnet.co.kr/view/?no=20250623101806,,
"""올여름 트렌드는 클린 코어"" 에이블리, 뷰티 어워즈 살펴보니",https://www.fashionbiz.co.kr/article/217322,,
"[N2 생활경제] NS홈쇼핑, 상반기 프리미엄 여행상품 356억 판매…에이블...",https://www.news2day.co.kr/article/20250624500084,,
"뷰티 브랜드 '포들', 시리즈 A 투자 35억 원 유치",https://www.hankyung.com/article/202506245252O,,
에이블리 '뷰티 어워즈' 분석해보니…올여름은 '클린 코어',https://www.yakup.com/news/index.html?mode=view&cat=12&nid=312251,,
"올여름 뷰티 트렌드는 ‘클린 코어’...에이블리, ‘2025 상반기 뷰티 어...",https://www.megaeconomy.co.kr/news/newsview.php?ncode=1065572028144002,,
"에이블리, 올여름 뷰티 트렌드 '클린 코어' 부상",https://www.slist.kr/news/articleView.html?idxno=654071,,
[패션&뷰티] 라엘·형지글로벌·아윌미백·예거 르쿨트르·골든듀·엑시...,https://www.newscj.com/news/articleView.html?idxno=3284979,,
"어나더페이스 '펩타테놀 수분 밸런스 겔 마스크', 올리브영 전체 랭킹 ...",https://www.enetnews.co.kr/news/articleView.html?idxno=39260,,
"어나더페이스 '펩타테놀 수분 밸런스 겔 마스크', 올리브영 1위",https://www.goodkyung.com/news/articleView.html?idxno=266242,,
“이 가격 맞추려면 사실상 노마진”…초저가 경쟁 치열한 유통업계,https://www.mk.co.kr/article/11350015,,
"WJ코스메틱, 비건 인증 '센텔레스트 7종' 리뉴얼 출시",https://www.hankyung.com/article/202506233357O,,
"아윌미백, 위뜨와 '애슬라이프 페스티벌' 참여",https://www.slist.kr/news/articleView.html?idxno=653909,,
"브리올옴므, 23일부터 남성 화장품 '강세일' 특가 진행…최대 85%할인",https://www.job-post.co.kr/news/articleView.html?idxno=155645,,
프로미스나인의 컴백 전 하얀 피부 만드는 꿀팁?,https://www.harpersbazaar.co.kr/article/1883521,,
[단독] 캐시워크 돈버는퀴즈 정답 6월 21일,https://www.bntnews.co.kr/article/view/bnt202506210004,,
"쥬스투클렌즈, 무기자차 로즈 '톤업선크림' 공개",https://www.slist.kr/news/articleView.html?idxno=653389,,
여름 앞두고 '뷰티템·이너웨어' 수요 급증…브랜드 성과도 '쑥',https://www.youthdaily.co.kr/news/article.html?no=187827,,
"SSG, 27일 한화전 '누즈 브랜드 데이' 진행...B.A.P 유영재 시구 나선다",https://www.sportalkorea.com/news/articleView.html?idxno=2025052909552376559,,
"SSG '여성팬 공략' 이벤트, 27일 한화전 메이크업 브랜즈 누즈와 컬래버...",https://www.starnewskorea.com/stview.php?no=2025062015401172895,,
"‘야구와 뷰티의 결합!’ SSG, 27일 한화전 ‘누즈 브랜드 데이’…B.A.P...",https://www.sportsseoul.com/news/read/1524372?ref=naver,,
"휴메딕스, ‘엘라비에 리투오 더 글로우파티’ 성료 …ECM 부스터 브랜드...",https://www.donga.com/news/Economy/article/all/20250620/131847825/1,,
"휴메딕스, 뷰티 인플루언서 초청 ‘엘라비에’ 체험 파티 성료",https://www.sentv.co.kr/article/view/sentv202506200081,,
'엘라비에 리투오 더 글로우파티' 통해 브랜드 가치와 기술력 알린 휴메...,https://www.enetnews.co.kr/news/articleView.html?idxno=39188,,
"휴메딕스, '엘라비에 리투오 더 글로우파티' 성료",https://www.gokorea.kr/news/articleView.html?idxno=830292,,
"[CNB뉴스 위클리픽-뷰티] 애경산업, 일본서 루나 ‘레이의 방’ 팝업스...",https://www.cnbnews.com/news/article.html?no=732989,,
"SSG, 27일 한화전서 '누즈 브랜드 데이’ 진행",https://www.mydaily.co.kr/page/view/2025062010213739477,,
"SSG랜더스, 27일 한화전에 ‘누즈 브랜드 데이’ 진행",https://www.mk.co.kr/article/11347900,,
[단독] 캐시워크 돈버는퀴즈 정답 6월 20일,https://www.bntnews.co.kr/article/view/bnt202506200017,,
"[오늘의 특가] 내추럴 클린뷰티 쥬스투클렌즈, 핫서머 뷰티 세일 진행",https://www.ibabynews.com/news/articleView.html?idxno=134018,,
